weiboID	pubcontent
4469023661674340	近日在传的“冠状病毒”给大家的心里隐隐蒙上了一层阴影。在此，友情提醒大家：/num、不要惊慌，相信科学、相信国家，不信谣言、不传谣言。/numFzGGd/num。、病毒主要通过飞沫传播、接触传播，尽量避开人多的地方游玩或购物。/num、勤洗手、勤开窗、戴口罩（任何口罩，戴就比不戴强[捂脸]）/num、一旦有发热、咳嗽、?展开全文c
4469462629905950	截至目前（/num月/num日/num时），新型冠状病毒已造成超过/num万人感染，疑似感染者也超过/num万/num千人，说明病毒的传播还很活跃，我们应该格外小心，而且如果和感染者密切接触，很有可能在很短的时间内被感染。最近浙江宁波发生了这样一个真实的病例。一位男子在菜市场买菜时，和另一位确诊病毒感染的女士近距离相处?展开全文c
4469793442987710	#为广西检察代言##检察机关众志成城抗疫情#【移动视频会议系统全覆盖着力保障远程办案办公】为贯彻落实中央、高检院和自治区党委关于新型冠状病毒感染的肺炎疫情防控的决策部署，保障疫情防控期间弹性办公灵活办案需要，最大限度减少人员聚集和面对面交流造成等近距离接触，有效阻断疫情传播，目前，?展开全文c
4467856886987750	??今日感悟：越是非正常时刻，越能看到一个人的真实底色，所以，越是这种时候，我们越是需要活出精神，活出品味。第一，在心态上调整好。现在休假已经结束了，已经是上班状态了，只不过把在公司上班，换成在家上班而已。第二，抓紧时间减肥，积极锻炼身体也可以，总之不要天天躺在床上，利用这个时?展开全文c
4469815022517180	宁波#宁波路边社#【#小区内有确诊病例的传播风险#有多大？】呼吸道传染病专家冯录召：新冠肺炎病例确诊后会到定点医院接受隔离治疗，密切接触者也会隔离观察。确诊病例的小区公共区域都将进行清洁消毒，居民无须过度恐慌，要继续做好个人防护。坐电梯、走步梯都要戴口罩，窗户每天开窗通风，疫?展开全文c
4470151053084380	【黑龙江现硬核药店店内裹上一层塑料膜】/num月/num日，黑龙江绥化，市民拍到药店裹上了一层塑料膜，好似一层瀑布墙。据悉，泰华连锁下属/num家药店全部要求用塑料布覆盖并隔绝与顾客直接接触。据药店负责人任女士介绍，这么做首先是为了顾客和员工着想，能够有效避免危险病毒源的二次接触与传播，同时也是对?展开全文c
4470195797702830	「目前，]有C@《荆/num-nCoV）。然而，c物接|後，用肥皂和水洗手可以@。」?
4468563190752500	#聚焦/num上海两会#新型肺炎#因为疫情不能上班，工资怎么发？疫情期间，停产停业的用工单位不得解除劳动合同，但可以调整薪资疫情爆发，全国人民一心抗击新型冠状病毒肺炎，为配合疫情防治，部分企业处于停产停业状态，或者由于员工被隔离，导致用工企业无法正常经营。那么，受疫情影响而停产停业?展开全文c
4470539672622250	【钟南山领衔新论文：不排除“超级传播者”潜伏期最长可达/num天】#周刊君与你共同战疫#由钟南山院士领衔的“中国/num年新型冠状病毒感染的临床特征”研究发现：新冠肺炎的中位潜伏期为/num天，最长可达/num天。同时，仅有/num%左右的患者与野生动物有过直接接触，而超过/num//num的患者为武汉本地居民，或曾与来自?展开全文c
4471128687019770	#江西全力防控新型肺炎#【权威访谈｜对话王贵强：不同患者感染程度与机体免疫状态密切相关】/num秒接触就染病说明新冠肺炎传染性特别强吗？什么是气溶胶传播，有什么特定条件？为什么有些患者病情危重，有些患者却能够居家自愈？为什么有轻症患者突然病情加重去世？为什么核酸检测“假阴性”现象频发？?展开全文c
4471270458329760	//@:这段采访信息量很大，一：医生还在经常穿工业防护服，如果防护服不够医生就只能减少和病人接触。连轴转下医护心里压力都非常大；二：新冠肺炎很可怕，目前传播途径依然不确定，预后不好的病人甚至ecmo都无力回天；三：希望还是在于科研人员尽快给出突破性的治疗方案。
4471574008500810	#新冠肺炎主要传播途径尚未变化#不要出门不要接触就最好的预防方式?
4469530950420190	要开始慢慢调整睡眠了，近段时间几乎都是两三点才睡，这要是上班了可怎么办?
4469777009538600	上班的人不多，宿舍楼下的餐厅没开，下班回宿舍园区后去了女生公寓下面的餐厅吃饭，吃完饭忘了径直趴/num楼找宿舍，突然发现怎么有女生吹头发，还有个女生端着盆子，难道调整宿舍男女混住了？草，走错了楼了/num潍坊?
4469681043792210	每天都这个点睁眼再不把作息调整好后天怎么上班?
4472370134012890	家有俩孩儿，只要一生病就是自我隔离。这是个文明行为，应该大大鼓励传播！??????
4473399923596670	在一群素质比较高、条件相当好的人群中，在已经认真相互隔离的情况下，在开阔的海面上，却发生了如此大规模的流行和传染，显示出强大的空气传播能力，远远超出直接接触传染途径和近距离飞沫传染范围。因为病毒本身可以单独飘浮于空气，并不需要借助飞沫或气溶胶。其一般过程是：飞沫―气溶胶―裸病毒。?展开全文c
4473257971187150	【分类管理、明确责任黑龙江省出台新规严防聚集性疫情】聚集性疫情是指/num天内在小范围发现/num例及以上的确诊病例或无症状感染者，且存在因密切接触导致的人际传播的可能性，或因共同暴露而感染的可能性。为进一步防止聚集性疫情发生，有效阻止疫情扩散蔓延，黑龙江省发布聚集性疫情分类管理办法。针对聚?展开全文c
4473380994404700	研究人员认为，新型冠状病毒主要通过感染者咳嗽或打喷嚏时产生的呼吸道飞沫在密切接触者之间人际传播。在人们症状最明显（病情最重）时，其传染性可能最强。O网页链接?
4473350891571510	#联防联控西安在行动##联防联控航空基地在行动#新型冠状病毒会人感染人，且存在一定范围的社区传播。为了避免被病毒感染，首先，我们要勤洗手，以下几个场景一定要注意：/num.传递文件前后；/num.在咳嗽或打喷嚏后；/num.在制备食品之前、期间和之后；/num.吃饭前；/num.上厕所后；/num.手脏时；/num.在接触他人后；/num.?展开全文c
4472884662079970	结束悠长假期，今天终于上班了～疫情之下，相较于之前的人来车往，今天的马路空了许多，但跟前两个星期相比，烟火味浓了不少…办公室不能开空调，全程带着口罩，虽然憋得慌，但我相信，总会过去的…凌晨三点才睡，七点就起了，还好第一天，没什么业务，可以让我调整下～这个点他还没起，想他～?
4473130292551260	似乎还挺怀念“不给国家添乱”的日子。上班了，但似乎作息还没调整到人类正常的作息。?
4455978944546410	年货必抢爆款！！天猫精选:全棉无痕保暖内衣女加绒自发热秋衣券后折上折￥【/num元包邮】抢￥/num+下单：O网页链接今日精选：O网页链接美妆精选：O网页链接女装精选：O网页链接男装精选：O网页链接美食精?展开全文c
4455854533610770	抑郁症我现在真的一点都不想去学校，之前休息了五天的假现在这个时间也到了，明天就要去了，可是我一点都不想，一想到去学校全身发热，紧张。我也不想考试，我该怎么办?
4456436706615250	今晚/num点――汝目蒸汽眼罩好价回归！！汝目蒸汽热敷眼罩*/num片【拍/num件/num】直接拍/num件！！到手整整/num片，折合/num片只要/num发热时间也挺长的！温度也非常舒适~经常面对电脑或者睡眠不好的宝宝一定要试试啊！?
4456355039556820	荔枝性热，出血病患者、妇女妊娠以及小儿均应忌食。凡属阴虚火旺体质者忌食；糖尿病患者忌食。荔枝不可多食，多食发热；老年人多食荔枝可加重便秘。长青春痘、生疮、伤风感冒或有急性炎症时，也不适宜吃荔枝，否则会加重病症。?
4456256397565940	闪亮蒸汽热敷眼罩眼睛缓解眼疲劳睡眠蒸汽眼贴女去黑眼圈发热眼罩?
4456459317956310	据说，一直盯着手心看手心会发热。。。?
4456795390624010	希望你永远发光发热，Jacky一直都在！
4457161259807340	【/num】宝宝无痕保暖背心德绒男女童打底内穿衣加绒宝宝发热马甲加绒?
4457155224779640	脸好像过敏了，总是发热还痒长了小痘痘?
4457106168388180	快到r研履炅!又想起多年前主o`感所的「恭喜l」r句。很芬夂痛蠹曳窒,K求主使用。恭敬服事天爸爸,喜喜仿牡k!l光l崛橹,e存在天家!!(美感x三一造物上帝!k是一切真善美的源^!)?
4458963515333490	#超赞年货节#【/num】【海纳斯】取暖器家用节能暖风机采用PTC陶瓷发热片，/num秒速热，摇头送风，/num挡调温，倾倒断电，过热保护，安全耐用，办公家用都可以，夜晚睡眠，更安静更舒适！【送运费险】【/num元券】微博专享限时领券?
4459324455360330	我免费围观了@，问题价值/num元，快来一起免费围观~O微博问答?
4459661627836620	小朋友们，未来在自己的领域一定发光发热，我们/num楼的小孩都是最棒的，
4460056055288120	梦想是一道光，给平凡的生活赋予不凡的意义，让人生有了更多可能。在平凡中造就不凡，是边防战士不畏严寒、站岗戍边的顽强身影，是科研人员淡泊名利、攻坚难关的创新历程，是各行各业的人们坚守岗位、发光发热的责任担当……用汗水浇灌收获，以实干笃定前行，追梦人的脚步从未停歇。?
